product_name,sku,description,brand,ingredient,rating_value,review_count,image_url,product_url,customer_name,review_date,star_rating,review_title,review_text,neg,neu,pos,compound,sentiment,pred
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb Customer,"Oct 19, 2023",5 out of 5 stars review,My favourite spirulina ,"I use this spirulina powder as an ingredient in a rejuvenating face mask.  I love the look and feel of my skin afterwards.  In addition, high-quality, convenient packaging with a tight zipper, which is convenient for storage.  I recommend this product, it is not the first time I buy it and I am very satisfied.",tensor(0.),tensor(0.8420),tensor(0.1580),tensor(0.8687),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb Customer,"Sep 14, 2023",5 out of 5 stars review,"Great Product, Best Price!","I haven't been able to find spirulina powder locally for some time, and this product was out of stock for awhile, but I recently received this and I'm so grateful to have it. It mixes well with 2 tablespoons of fresh lemon juice, and then I add water and take it first thing on an empty stomach. It's helped my entire digestive system feel more balanced and health",tensor(0.0290),tensor(0.8300),tensor(0.1410),tensor(0.8657),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb Customer,"Sep 14, 2023",5 out of 5 stars review,Excellent,"The quality and quantity of this product is great for me. I use this to make daily green smoothies, especially in the mornings. The flavor is very nice and not too strong. The ingredients are all natural which is one reason why I buy it. There is no weird after taste or anything either. I feel this is great if you need an energy booster. I also enjoy using it in my drinks when I am detoxing. There are a lot health benefits using this product.",tensor(0.0260),tensor(0.7480),tensor(0.2260),tensor(0.9613),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb customer,"Sep 15, 2024",5 out of 5 stars review,a great superfood I can add in to many things,this item is great because there's so much u can do with it. smoothies. latte etc,tensor(0.),tensor(0.7850),tensor(0.2150),tensor(0.6249),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb customer,"Aug 27, 2024",5 out of 5 stars review,Excellent!,Very good product. I will keep buying it for sure.,tensor(0.),tensor(0.5930),tensor(0.4070),tensor(0.6697),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb Customer,"Aug 12, 2023",4 out of 5 stars review,It's a superfood. I take it with chorella.,"It has a number of proven health benefits ranging from cancer protection to heart health and weight loss. In its typical dried form, spirulina contains between 50 and 70% protein. As a complete protein, spirulina contains all of the essential amino acids.",tensor(0.1290),tensor(0.7140),tensor(0.1560),tensor(0.1027),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb Customer,"Sep 9, 2023",5 out of 5 stars review,favorite brand of spirulina,I really like California Gold Nutrition because for me this spiruina is rich in chlorophyll and anti-oxidant and lots of health benefits. It can help your body to detox. The color of the spirulina powder is dark green. I usually add this in coconut water just 1 teaspoon of spirulina powder and it really taste good.,tensor(0.),tensor(0.7570),tensor(0.2430),tensor(0.9334),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb Customer,"Nov 20, 2023",5 out of 5 stars review,Super,"One of the most impressive aspects of organic spirulina is its nutritional profile. Packed with protein, essential amino acids, vitamins, and minerals, it serves as a nutrient-dense addition to my diet. As someone with a busy lifestyle, the convenience of adding a spoonful of spirulina powder to my morning smoothie or juice has been a game-changer.",tensor(0.),tensor(0.9390),tensor(0.0610),tensor(0.5563),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerbCustomer,"Sep 29, 2023",5 out of 5 stars review,Mermaid drink,"Saw this superfood recommended by many but found it hard to mix with water - then I read the brilliant idea to mix a teaspoon of the powder with a tablespoon of vinegar, stir and then add water - works great and the taste is not bad too. I think it's made a difference in the texture and brightness of my skin!",tensor(0.0210),tensor(0.7090),tensor(0.2710),tensor(0.9658),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerbCustomer,"Nov 17, 2023",5 out of 5 stars review,Excellent!,"As someone who's been using California Gold Nutrition Organic Spirulina Powder for a few months now, I can confidently say that it's a great superfood supplement. The powder is easy to mix into smoothies or juice, and I appreciate that it's organic and free from any additives or fillers. Since taking spirulina, I've noticed an increase in my energy levels and overall well-being. Additionally, spirulina is known for its antioxidant properties, and I feel like it's helping to protect my body from free radicals and oxidative stress. ",tensor(0.0260),tensor(0.6890),tensor(0.2860),tensor(0.9783),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb Customer,"Oct 2, 2023",5 out of 5 stars review,Great!!!,This brand is amazing their spirulina is high quality looking to the price. And the taste is not bad. I use it whenever I'm craving smoothies “I blend it with “. The size and the packaging are great it's going to last with you for a month or more depending on how much you use it. We all know the benefits of spirulina as a superfood.,tensor(0.),tensor(0.8230),tensor(0.1770),tensor(0.9239),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb Customer,"Nov 14, 2023",5 out of 5 stars review,Good quality,I have chose that spirulina because it seems a good quality controled with a proof of the ingredient purity. The package lat for a while. The benefit of algae is so good that it is what astronots take to space so they don't lack anything in space. I can feel the positive effect when i take it.,tensor(0.),tensor(0.7710),tensor(0.2290),tensor(0.9379),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb Customer,"Sep 4, 2023",5 out of 5 stars review,Great product!,"The best spirulina ever as I mix it with every smoothie I do and I do see benefits from it as energy and it does taste a bit grassy but when you mix it with the right ingredient (Fruit Juice) it becomes flavorless. This green spirulina/algae smells so much better than the previous one I bought here on iHerb. This brand is also known for high quality ingredients so getting this superfood on sale was an amazing deal. I'm still using my previous spirulina so I haven't tried this new one yet but I hope that this one is just a detoxing or even stronger with a better taste.
",tensor(0.),tensor(0.8020),tensor(0.1980),tensor(0.9748),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb Customer,"Oct 18, 2023",3 out of 5 stars review,Ok,The quality of the spirulina is good but I haven't felt any benefits after using the whole thing. The size is small for me and the packaging is a little annoying. I don't remember it having a particular taste. I liked the color it left in my shakes. ,tensor(0.1060),tensor(0.7920),tensor(0.1020),tensor(-0.0610),negative,negative
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb Customer,"Feb 8, 2024",5 out of 5 stars review,Great value ,This is on par with other brands. Very good quality and easy to take larger amounts if necessary. The taste might take some getting used to for some. ,tensor(0.),tensor(0.8100),tensor(0.1900),tensor(0.7264),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb Customer,"Jan 9, 2024",1 out of 5 stars review,The TASTE!,"I have no doubt the nutrition about it, but the taste was awful (mind you, I haven't have the gut to try a 2nd time yet) and made me almost puke on the spot.",tensor(0.2000),tensor(0.7610),tensor(0.0380),tensor(-0.8227),negative,negative
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb Customer,"Feb 15, 2024",5 out of 5 stars review,Great spirulina powder,"I used to take spirulina in tablets, but absolutely love this powdered version. I mix it with smoothies and not only it tastes great but also adds a beautiful green color ",tensor(0.),tensor(0.6190),tensor(0.3810),tensor(0.9649),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb Customer,"Feb 23, 2024",5 out of 5 stars review,Best spirulina,"I tried several spirulinas including from Hawaii, from California (and of course China see). This is the best so far. It has a great taste, I feel it helps to detox and it also packed with many vitamins and minerals. ",tensor(0.),tensor(0.7720),tensor(0.2280),tensor(0.8979),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb Customer,"Jan 29, 2024",3 out of 5 stars review,Great Deal But...,"Considering this is organic and offered at a great price, its a good deal. But Id have to also add that I try many spirulina powders and this one is the worst tasting one that ive had...  if you can handle it then its a great deal...  ",tensor(0.0960),tensor(0.7310),tensor(0.1730),tensor(0.5423),positive,positive
"Certified Organic Spirulina Powder, USP Verified, USDA Organic, Non-GMO, 8.5 oz (240 g)",tensor(796648972),"Featuring Naturally-Occurring Protein and Antioxidants Perfect for Adding Extra Greens and Nutrients to Smoothies, Shakes, or Yogurt Great Addition to a Healthy and Active Lifestyle Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Spirulina Powder is exclusively sourced from from India and is grown under pristine, lab-controlled conditions. The flavor of spirulina is typical of greens with mild grassy notes, making it mellow enough to pair well with a wide range of fruits and veggies, like apple, banana, celery, lemon, mint, and spinach.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.6000),tensor(1599),https://i5.walmartimages.com/seo/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g_0c39aa5a-d009-451b-b2d9-8dba240fa062.f4645e0d8c2ab4b643a49b8e75535009.jpeg,https://www.walmart.com/ip/Certified-Organic-Spirulina-Powder-USP-Verified-USDA-Organic-Non-GMO-8-5-oz-240-g/796648972,iHerb Customer,"Sep 13, 2023",5 out of 5 stars review,Excellent!,"We are never without this high quality spirulina powder. We also feed it to our dogs. It supplies them with energy, and keeps them healthy and alert. I am convinced that it puts color back in my hair and removes the gray. If I don't use it for a while, the gray returns.",tensor(0.),tensor(0.8350),tensor(0.1650),tensor(0.8271),positive,positive
